A0A024RBG1,NUD4B_HUMAN
Q8N0S2,SYCE1_HUMAN
Q8N0S6,CENPL_HUMAN
Q8N0T1,RBIS_HUMAN
Q8N0U2,TMM61_HUMAN
Q8N0U7,CA087_HUMAN
Q8N0V3,RBFA_HUMAN
Q8N0V4,LGI2_HUMAN
Q8N0W4,NLGNX_HUMAN
Q8N0W5,IQCK_HUMAN
Q8N0W7,FMR1N_HUMAN
Q8N0X4,CLYBL_HUMAN
Q8N0X7,SPART_HUMAN
Q8N0Y2,ZN444_HUMAN
Q8N0Z2,ABRA_HUMAN
Q8N0Z3,SPICE_HUMAN
Q8N100,ATOH7_HUMAN
Q8N103,TAGAP_HUMAN
Q8N108,MIER1_HUMAN
Q8N111,CEND_HUMAN
Q8N112,LSME2_HUMAN
Q8N114,SHSA5_HUMAN
Q8N119,MMP21_HUMAN
Q8N122,RPTOR_HUMAN
Q8N123,CPXCR_HUMAN
Q8N128,F177A_HUMAN
Q8N129,CNPY4_HUMAN
Q8N130,NPT2C_HUMAN
Q8N131,PORIM_HUMAN
Q8N137,CNTRB_HUMAN
Q8N139,ABCA6_HUMAN
Q8N140,EID3_HUMAN
Q8N141,ZFP82_HUMAN
Q8N143,BCL6B_HUMAN
Q8N144,CXD3_HUMAN
Q8N145,LGI3_HUMAN
Q8N157,AHI1_HUMAN
Q8N158,GPC2_HUMAN
Q8N159,NAGS_HUMAN
Q8N163,CCAR2_HUMAN
Q8N183,NDUF2_HUMAN
Q8N184,ZN567_HUMAN
Q8N187,CARTF_HUMAN
Q8N196,SIX5_HUMAN
Q8N1A0,KT222_HUMAN
Q8N1B4,VPS52_HUMAN
Q8N1C3,GBRG1_HUMAN
Q8N1F8,S11IP_HUMAN
Q8N1G0,ZN687_HUMAN
Q8N1G1,REXO1_HUMAN
Q8N1G2,CMTR1_HUMAN
Q8N1G4,LRC47_HUMAN
Q8N1H7,S6OS1_HUMAN
Q8N1I0,DOCK4_HUMAN
Q8N1K5,THMS1_HUMAN
Q8N1L9,BATF2_HUMAN
Q8N1M1,BEST3_HUMAN
Q8N1N0,CLC4F_HUMAN
Q8N1N2,DYNAP_HUMAN
Q8N1N4,K2C78_HUMAN
Q8N1P7,CRBG2_HUMAN
Q8N1W1,ARG28_HUMAN
Q8N1W2,ZN710_HUMAN
Q8N201,INT1_HUMAN
Q8N205,SYNE4_HUMAN
Q8N228,SCML4_HUMAN
Q8N257,H2B3B_HUMAN
Q8N264,RHG24_HUMAN
Q8N271,PROM2_HUMAN
Q8N292,GAPT_HUMAN
Q8N2C3,DEPD4_HUMAN
Q8N2C7,UNC80_HUMAN
Q8N2E2,VWDE_HUMAN
Q8N2F6,ARM10_HUMAN
Q8N2G6,ZCH24_HUMAN
Q8N2H9,PELI3_HUMAN
Q8N2I2,ZN619_HUMAN
Q8N2I9,STK40_HUMAN
Q8N2K0,ABD12_HUMAN
Q8N2K1,UB2J2_HUMAN
Q8N2N9,AN36B_HUMAN
Q8N2R0,OSR2_HUMAN
Q8N2R8,FA43A_HUMAN
Q8N2S1,LTBP4_HUMAN
Q8N2W9,PIAS4_HUMAN
Q8N2Y8,RUSC2_HUMAN
Q8N2Z9,CENPS_HUMAN
Q8N300,SVBP_HUMAN
Q8N302,AGGF1_HUMAN
Q8N307,MUC20_HUMAN
Q8N309,LRC43_HUMAN
Q8N339,MT1M_HUMAN
Q8N344,MIER2_HUMAN
Q8N350,CBARP_HUMAN
Q8N365,CIART_HUMAN
Q8N370,LAT4_HUMAN
Q8N386,LRC25_HUMAN
Q8N387,MUC15_HUMAN
Q8N392,RHG18_HUMAN
Q8N393,ZN786_HUMAN
Q8N398,VW5B2_HUMAN
Q8N3A8,PARP8_HUMAN
Q8N3C0,ASCC3_HUMAN
Q8N3C7,CLIP4_HUMAN
Q8N3D4,EH1L1_HUMAN
Q8N3E9,PLCD3_HUMAN
Q8N3F8,MILK1_HUMAN
Q8N3F9,G137C_HUMAN
Q8N3H0,TAFA2_HUMAN
Q8N3J2,METL4_HUMAN
Q8N3J3,CQ053_HUMAN
Q8N3J5,PPM1K_HUMAN
Q8N3J6,CADM2_HUMAN
Q8N3K9,CMYA5_HUMAN
Q8N3L3,TXLNB_HUMAN
Q8N3P4,VPS8_HUMAN
Q8N3R9,MPP5_HUMAN
Q8N3S3,PHTF2_HUMAN
Q8N3T1,GLT15_HUMAN
Q8N3T6,T132C_HUMAN
Q8N3U4,STAG2_HUMAN
Q8N3V7,SYNPO_HUMAN
Q8N3X1,FNBP4_HUMAN
Q8N3X6,LCORL_HUMAN
Q8N3Y1,FBXW8_HUMAN
Q8N3Y3,LARG2_HUMAN
Q8N3Z0,PRS35_HUMAN
Q8N3Z6,ZCHC7_HUMAN
Q8N412,STPG2_HUMAN
Q8N414,PGBD5_HUMAN
Q8N427,TXND3_HUMAN
Q8N428,GLT16_HUMAN
Q8N436,CPXM2_HUMAN
Q8N441,FGRL1_HUMAN
Q8N442,GUF1_HUMAN
Q8N448,LNX2_HUMAN
Q8N461,FXL16_HUMAN
Q8N465,D2HDH_HUMAN
Q8N468,MFD4A_HUMAN
Q8N475,FSTL5_HUMAN
Q8N490,PNKD_HUMAN
Q8N4A0,GALT4_HUMAN
Q8N4B1,SESQ1_HUMAN
Q8N4B5,PRR18_HUMAN
Q8N4C6,NIN_HUMAN
Q8N4C7,STX19_HUMAN
Q8N4C8,MINK1_HUMAN
Q8N4C9,CQ078_HUMAN
Q8N4E4,PDCL2_HUMAN
Q8N4E7,FTMT_HUMAN
Q8N4F7,RN175_HUMAN
Q8N4H0,SPA6L_HUMAN
Q8N4J0,CARME_HUMAN
Q8N4L1,T151A_HUMAN
Q8N4L2,PP4P2_HUMAN
Q8N4L4,SPEM1_HUMAN
Q8N4L8,CCD24_HUMAN
Q8N4N8,KIF2B_HUMAN
Q8N4P6,LRC71_HUMAN
Q8N4Q1,MIA40_HUMAN
Q8N4S0,CCD82_HUMAN
Q8N4S9,MALD2_HUMAN
Q8N4U5,T11L2_HUMAN
Q8N4V2,SVOP_HUMAN
Q8N4W9,ZN808_HUMAN
Q8N4X5,AF1L2_HUMAN
Q8N4Y2,EFC4A_HUMAN
Q8N543,OGFD1_HUMAN
Q8N554,ZN276_HUMAN
Q8N556,AFAP1_HUMAN
Q8N567,ZCHC9_HUMAN
Q8N568,DCLK2_HUMAN
Q8N573,OXR1_HUMAN
Q8N587,ZN561_HUMAN
Q8N594,MPND_HUMAN
Q8N5A5,ZGPAT_HUMAN
Q8N5B7,CERS5_HUMAN
Q8N5C6,SRBD1_HUMAN
Q8N5C7,DTWD1_HUMAN
Q8N5C8,TAB3_HUMAN
Q8N5D0,WDTC1_HUMAN
Q8N5F7,NKAP_HUMAN
Q8N5G2,MACOI_HUMAN
Q8N5H3,LRA25_HUMAN
Q8N5H7,SH2D3_HUMAN
Q8N5I2,ARRD1_HUMAN
Q8N5I9,CL045_HUMAN
Q8N5J2,MINY1_HUMAN
Q8N5J4,SPIC_HUMAN
Q8N5M1,ATPF2_HUMAN
Q8N5N4,CC022_HUMAN
Q8N5P1,ZC3H8_HUMAN
Q8N5Q1,F71E2_HUMAN
Q8N5S3,CB073_HUMAN
Q8N5S9,KKCC1_HUMAN
Q8N5U0,CK042_HUMAN
Q8N5U6,RNF10_HUMAN
Q8N5V2,NGEF_HUMAN
Q8N5W8,FA24B_HUMAN
Q8N5X7,IF4E3_HUMAN
Q8N5Y2,MS3L1_HUMAN
Q8N608,DPP10_HUMAN
Q8N609,TR1L1_HUMAN
Q8N612,F16A2_HUMAN
Q8N660,NBPFF_HUMAN
Q8N680,ZBTB2_HUMAN
Q8N684,CPSF7_HUMAN
Q8N687,DB125_HUMAN
Q8N693,ESX1_HUMAN
Q8N695,SC5A8_HUMAN
Q8N697,S15A4_HUMAN
Q8N699,MYCT1_HUMAN
Q8N6C5,IGSF1_HUMAN
Q8N6F1,CLD19_HUMAN
Q8N6G5,CGAT2_HUMAN
Q8N6G6,ATL1_HUMAN
Q8N6H7,ARFG2_HUMAN
Q8N6I1,EID2_HUMAN
Q8N6K0,TEX29_HUMAN
Q8N6K7,SAMD3_HUMAN
Q8N6L0,KASH5_HUMAN
Q8N6L7,TM252_HUMAN
Q8N6M0,OTU6B_HUMAN
Q8N6M6,AMPO_HUMAN
Q8N6M8,IQCF1_HUMAN
Q8N6N2,TTC9B_HUMAN
Q8N6N3,CA052_HUMAN
Q8N6P7,I22R1_HUMAN
Q8N6Q1,TMC5A_HUMAN
Q8N6Q8,MET25_HUMAN
Q8N6R1,SERP2_HUMAN
Q8N6S4,AN13C_HUMAN
Q8N6S5,AR6P6_HUMAN
Q8N6T3,ARFG1_HUMAN
Q8N6T7,SIR6_HUMAN
Q8N6U8,GP161_HUMAN
Q8N6V9,TEX9_HUMAN
Q8N6W0,CELF5_HUMAN
Q8N6Y0,USBP1_HUMAN
Q8N6Y1,PCD20_HUMAN
Q8N6Y2,LRC17_HUMAN
Q8N715,CC185_HUMAN
Q8N720,ZN655_HUMAN
Q8N729,NPW_HUMAN
Q8N752,KC1AL_HUMAN
Q8N7B1,HORM2_HUMAN
Q8N7B6,PACRL_HUMAN
Q8N7B9,EFCB3_HUMAN
Q8N7C0,LRC52_HUMAN
Q8N7E2,CBLL2_HUMAN
Q8N7F7,UBL4B_HUMAN
Q8N7G0,PO5F2_HUMAN
Q8N7H5,PAF1_HUMAN
Q8N7J2,AMER2_HUMAN
Q8N7K0,ZN433_HUMAN
Q8N7L0,F216B_HUMAN
Q8N7M0,TC1D1_HUMAN
Q8N7M2,ZN283_HUMAN
Q8N7P1,PLD5_HUMAN
Q8N7R1,P1L12_HUMAN
Q8N7R7,CCYL1_HUMAN
Q8N7S2,DNJ5G_HUMAN
Q8N7U6,EFHB_HUMAN
Q8N7X0,ADGB_HUMAN
Q8N7X1,RMXL3_HUMAN
Q8N7X4,MAGB6_HUMAN
Q8N7X8,SIGL1_HUMAN
Q8N7Z2,GG6L1_HUMAN
Q8N7Z5,ANR31_HUMAN
Q8N801,STPG4_HUMAN
Q8N807,PDILT_HUMAN
Q8N808,S35G3_HUMAN
Q8N819,PPM1N_HUMAN
Q8N831,TSYL6_HUMAN
Q8N859,ZN713_HUMAN
Q8N865,CG031_HUMAN
Q8N878,FRMD1_HUMAN
Q8N883,ZN614_HUMAN
Q8N895,ZN366_HUMAN
Q8N8A6,DDX51_HUMAN
Q8N8B7,TEANC_HUMAN
Q8N8D1,PDCD7_HUMAN
Q8N8E2,ZN513_HUMAN
Q8N8E3,CE112_HUMAN
Q8N8G2,VGLL2_HUMAN
Q8N8I0,SAM12_HUMAN
Q8N8J6,ZN615_HUMAN
Q8N8J7,F241A_HUMAN
Q8N8K9,K1958_HUMAN
Q8N8L2,ZN491_HUMAN
Q8N8L6,ARL10_HUMAN
Q8N8M0,NAT16_HUMAN
Q8N8Q3,ENDOV_HUMAN
Q8N8Q8,COX18_HUMAN
Q8N8Q9,NIPA2_HUMAN
Q8N8R5,CB069_HUMAN
Q8N8R7,AL14E_HUMAN
Q8N8S7,ENAH_HUMAN
Q8N8U2,CDYL2_HUMAN
Q8N8U3,RTL3_HUMAN
Q8N8V4,ANS4B_HUMAN
Q8N8W4,PLPL1_HUMAN
Q8N8Y5,ZFP41_HUMAN
Q8N8Z6,DCBD1_HUMAN
Q8N8Z8,ZN441_HUMAN
Q8N907,DAND5_HUMAN
Q8N912,NRAC_HUMAN
Q8N944,AMER3_HUMAN
Q8N954,GPT11_HUMAN
Q8N957,ANKF1_HUMAN
Q8N960,CE120_HUMAN
Q8N961,ABTB2_HUMAN
Q8N967,LRTM2_HUMAN
Q8N972,ZN709_HUMAN
Q8N983,RM43_HUMAN
Q8N987,NECA1_HUMAN
Q8N988,ZN557_HUMAN
Q8N998,CCD89_HUMAN
Q8N9B5,JMY_HUMAN
Q8N9B8,RGF1A_HUMAN
Q8N9E0,F133A_HUMAN
Q8N9F0,NAT8L_HUMAN
Q8N9F7,GDPD1_HUMAN
Q8N9F8,ZN454_HUMAN
Q8N9H8,MUT7_HUMAN
Q8N9I0,SYT2_HUMAN
Q8N9I9,DTX3_HUMAN
Q8N9K5,ZN565_HUMAN
Q8N9L1,ZIC4_HUMAN
Q8N9M1,CS047_HUMAN
Q8N9M5,TM102_HUMAN
Q8N9N5,BANP_HUMAN
Q8N9N8,EIF1A_HUMAN
Q8N9Q2,SR1IP_HUMAN
Q8N9R6,CDRT4_HUMAN
Q8N9R8,SCAI_HUMAN
Q8N9S9,SNX31_HUMAN
Q8N9T8,KRI1_HUMAN
Q8N9U0,TAC2N_HUMAN
Q8N9V6,ANR53_HUMAN
Q8N9V7,TOPZ1_HUMAN
Q8N9W5,DAAF3_HUMAN
Q8N9W6,BOLL_HUMAN
Q8N9W8,FA71D_HUMAN
Q8N9Y4,F181A_HUMAN
Q8N9Z0,ZN610_HUMAN
Q8N9Z2,CC71L_HUMAN
Q8N9Z9,LMTD1_HUMAN
Q8NA03,FSIP1_HUMAN
Q8NA19,LMBL4_HUMAN
Q8NA29,NLS1_HUMAN
Q8NA31,TERB1_HUMAN
Q8NA42,ZN383_HUMAN
Q8NA47,CCD63_HUMAN
Q8NA54,IQUB_HUMAN
Q8NA56,TTC29_HUMAN
Q8NA57,CL050_HUMAN
Q8NA61,SPERT_HUMAN
Q8NA69,TEX45_HUMAN
Q8NA70,FA47B_HUMAN
Q8NA72,POC5_HUMAN
Q8NA77,TEX19_HUMAN
Q8NA82,MARHA_HUMAN
Q8NA92,THAP8_HUMAN
Q8NAA4,A16L2_HUMAN
Q8NAA5,LR75A_HUMAN
Q8NAF0,ZN579_HUMAN
Q8NAG6,ANKL1_HUMAN
Q8NAM6,ZSCA4_HUMAN
Q8NAN2,MIGA1_HUMAN
Q8NAP3,ZBT38_HUMAN
Q8NAP8,ZBT8B_HUMAN
Q8NAT1,PMGT2_HUMAN
Q8NAT2,TDRD5_HUMAN
Q8NAU1,FNDC5_HUMAN
Q8NAV1,PR38A_HUMAN
Q8NAV2,CH058_HUMAN
Q8NAX2,KDF1_HUMAN
Q8NB14,UBP38_HUMAN
Q8NB15,ZN511_HUMAN
Q8NB25,F184A_HUMAN
Q8NB42,ZN527_HUMAN
Q8NB49,AT11C_HUMAN
Q8NB50,ZFP62_HUMAN
Q8NB59,SYT14_HUMAN
Q8NB66,UN13C_HUMAN
Q8NB78,KDM1B_HUMAN
Q8NB90,AFG2H_HUMAN
Q8NB91,FANCB_HUMAN
Q8NBA8,DTWD2_HUMAN
Q8NBB4,ZSCA1_HUMAN
Q8NBF1,GLIS1_HUMAN
Q8NBF6,AVL9_HUMAN
Q8NBI3,DRAXI_HUMAN
Q8NBI5,S43A3_HUMAN
Q8NBI6,XXLT1_HUMAN
Q8NBJ4,GOLM1_HUMAN
Q8NBJ5,GT251_HUMAN
Q8NBJ9,SIDT2_HUMAN
Q8NBK3,SUMF1_HUMAN
Q8NBM4,UBAC2_HUMAN
Q8NBN3,TM87A_HUMAN
Q8NBP0,TTC13_HUMAN
Q8NBP5,MFSD9_HUMAN
Q8NBP7,PCSK9_HUMAN
Q8NBR0,P5I13_HUMAN
Q8NBR6,MINY2_HUMAN
Q8NBS3,S4A11_HUMAN
Q8NBT0,POC1A_HUMAN
Q8NBT3,TM145_HUMAN
Q8NBV4,PLPP7_HUMAN
Q8NBV8,SYT8_HUMAN
Q8NBW4,S38A9_HUMAN
Q8NBZ0,IN80E_HUMAN
Q8NC01,CLC1A_HUMAN
Q8NC06,ACBD4_HUMAN
Q8NC24,RELL2_HUMAN
Q8NC26,ZN114_HUMAN
Q8NC42,RN149_HUMAN
Q8NC51,PAIRB_HUMAN
Q8NC54,KCT2_HUMAN
Q8NC56,LEMD2_HUMAN
Q8NC60,NOA1_HUMAN
Q8NC67,NETO2_HUMAN
Q8NC74,RB8NL_HUMAN
Q8NC96,NECP1_HUMAN
Q8NCA5,FA98A_HUMAN
Q8NCA9,ZN784_HUMAN
Q8NCB2,CAMKV_HUMAN
Q8NCC5,SPX3_HUMAN
Q8NCD3,HJURP_HUMAN
Q8NCE0,SEN2_HUMAN
Q8NCE2,MTMRE_HUMAN
Q8NCF5,NF2IP_HUMAN
Q8NCG5,CHST4_HUMAN
Q8NCG7,DGLB_HUMAN
Q8NCH0,CHSTE_HUMAN
Q8NCK3,ZN485_HUMAN
Q8NCL4,GALT6_HUMAN
Q8NCL8,TM116_HUMAN
Q8NCL9,APCDL_HUMAN
Q8NCM2,KCNH5_HUMAN
Q8NCN2,ZBT34_HUMAN
Q8NCN4,RN169_HUMAN
Q8NCN5,PDPR_HUMAN
Q8NCQ5,FBX15_HUMAN
Q8NCQ7,PRCA1_HUMAN
Q8NCR3,CK065_HUMAN
Q8NCT3,K0895_HUMAN
Q8NCU4,CC191_HUMAN
Q8NCU7,C2C4A_HUMAN
Q8NCV1,ADAD2_HUMAN
Q8NCW5,NNRE_HUMAN
Q8NCW6,GLT11_HUMAN
Q8NCX0,CC150_HUMAN
Q8NCY6,MSD4_HUMAN
Q8ND04,SMG8_HUMAN
Q8ND07,BBOF1_HUMAN
Q8ND23,CARL3_HUMAN
Q8ND24,RN214_HUMAN
Q8ND25,ZNRF1_HUMAN
Q8ND30,LIPB2_HUMAN
Q8ND56,LS14A_HUMAN
Q8ND61,CC020_HUMAN
Q8ND71,GIMA8_HUMAN
Q8ND76,CCNY_HUMAN
Q8ND82,Z280C_HUMAN
Q8ND83,SLAI1_HUMAN
Q8ND94,LRN4L_HUMAN
Q8NDB2,BANK1_HUMAN
Q8NDB6,FA156_HUMAN
Q8NDC0,MISSL_HUMAN
Q8NDD1,CA131_HUMAN
Q8NDG6,TDRD9_HUMAN
Q8NDH6,ICA1L_HUMAN
Q8NDI1,EHBP1_HUMAN
Q8NDL9,CBPC5_HUMAN
Q8NDM7,CFA43_HUMAN
Q8NDP4,ZN439_HUMAN
Q8NDQ6,ZN540_HUMAN
Q8NDT2,RB15B_HUMAN
Q8NDV7,TNR6A_HUMAN
Q8NDW4,ZN248_HUMAN
Q8NDX1,PSD4_HUMAN
Q8NDX2,VGLU3_HUMAN
Q8NDX5,PHC3_HUMAN
Q8NDX6,ZN740_HUMAN
Q8NDY6,BHE23_HUMAN
Q8NDY8,TMM52_HUMAN
Q8NDZ2,SIMC1_HUMAN
Q8NE01,CNNM3_HUMAN
Q8NE09,RGS22_HUMAN
Q8NE18,NSUN7_HUMAN
Q8NE31,FA13C_HUMAN
Q8NE35,CPEB3_HUMAN
Q8NE62,CHDH_HUMAN
Q8NE63,HIPK4_HUMAN
Q8NE71,ABCF1_HUMAN
Q8NE79,POPD1_HUMAN
Q8NE86,MCU_HUMAN
Q8NEA5,CS018_HUMAN
Q8NEA6,GLIS3_HUMAN
Q8NEA9,GMCL2_HUMAN
Q8NEB7,ACRBP_HUMAN
Q8NEB9,PK3C3_HUMAN
Q8NEC5,CTSR1_HUMAN
Q8NEC7,GSTCD_HUMAN
Q8NEE8,TTC16_HUMAN
Q8NEF3,CC112_HUMAN
Q8NEF9,SRFB1_HUMAN
Q8NEG0,FA71C_HUMAN
Q8NEG2,CG057_HUMAN
Q8NEG4,FA83F_HUMAN
Q8NEG5,ZSWM2_HUMAN
Q8NEG7,DEN6B_HUMAN
Q8NEH6,MNS1_HUMAN
Q8NEJ9,NGDN_HUMAN
Q8NEK5,ZN548_HUMAN
Q8NEL0,CCD54_HUMAN
Q8NEL9,DDHD1_HUMAN
Q8NEM0,MCPH1_HUMAN
Q8NEM2,SHCBP_HUMAN
Q8NEM7,SP20H_HUMAN
Q8NEN0,ARMC2_HUMAN
Q8NEN9,PDZD8_HUMAN
Q8NEP3,DAAF1_HUMAN
Q8NEP4,CQ047_HUMAN
Q8NEP9,ZN555_HUMAN
Q8NEQ5,CA162_HUMAN
Q8NEQ6,SRARP_HUMAN
Q8NER1,TRPV1_HUMAN
Q8NES3,LFNG_HUMAN
Q8NET4,RTL9_HUMAN
Q8NET5,NFAM1_HUMAN
Q8NET6,CHSTD_HUMAN
Q8NET8,TRPV3_HUMAN
Q8NEU8,DP13B_HUMAN
Q8NEV1,CSK23_HUMAN
Q8NEV4,MYO3A_HUMAN
Q8NEV9,IL27A_HUMAN
Q8NEW0,ZNT7_HUMAN
Q8NEW7,TMIE_HUMAN
Q8NEX6,WFD11_HUMAN
Q8NEY1,NAV1_HUMAN
Q8NEY3,SPAT4_HUMAN
Q8NEY8,PPHLN_HUMAN
Q8NEZ2,VP37A_HUMAN
Q8NEZ4,KMT2C_HUMAN
Q8NF37,PCAT1_HUMAN
Q8NF50,DOCK8_HUMAN
Q8NF64,ZMIZ2_HUMAN
Q8NF86,PRS33_HUMAN
Q8NF91,SYNE1_HUMAN
Q8NF99,ZN397_HUMAN
Q8NFA0,UBP32_HUMAN
Q8NFA2,NOXO1_HUMAN
Q8NFC6,BD1L1_HUMAN
Q8NFD2,ANKK1_HUMAN
Q8NFD5,ARI1B_HUMAN
Q8NFF2,NCKX4_HUMAN
Q8NFG4,FLCN_HUMAN
Q8NFH5,NUP35_HUMAN
Q8NFH8,REPS2_HUMAN
Q8NFI3,ENASE_HUMAN
Q8NFJ5,RAI3_HUMAN
Q8NFJ8,BHE22_HUMAN
Q8NFK1,CXG3_HUMAN
Q8NFL0,B3GN7_HUMAN
Q8NFM4,ADCY4_HUMAN
Q8NFM7,I17RD_HUMAN
Q8NFN8,GP156_HUMAN
Q8NFP9,NBEA_HUMAN
Q8NFQ8,TOIP2_HUMAN
Q8NFT6,DBF4B_HUMAN
Q8NFU0,BEST4_HUMAN
Q8NFU1,BEST2_HUMAN
Q8NFU4,FDSCP_HUMAN
Q8NFU5,IPMK_HUMAN
Q8NFU7,TET1_HUMAN
Q8NFV5,SPDE1_HUMAN
Q8NFW1,COMA1_HUMAN
Q8NFW8,NEUA_HUMAN
Q8NFW9,MYRIP_HUMAN
Q8NFY4,SEM6D_HUMAN
Q8NFZ0,FBH1_HUMAN
Q8NFZ3,NLGNY_HUMAN
Q8NFZ4,NLGN2_HUMAN
Q8NFZ5,TNIP2_HUMAN
Q8NFZ8,CADM4_HUMAN
Q8NG08,HELB_HUMAN
Q8NG27,PJA1_HUMAN
Q8NG31,KNL1_HUMAN
Q8NG48,LINES_HUMAN
Q8NG66,NEK11_HUMAN
Q8NGU9,GP150_HUMAN
Q8NHG7,SVIP_HUMAN
Q8NHG8,ZNRF2_HUMAN
Q8NHH9,ATLA2_HUMAN
Q8NHM5,KDM2B_HUMAN
Q8NHP7,EXD1_HUMAN
Q8NHP8,PLBL2_HUMAN
Q8NHQ1,CEP70_HUMAN
Q8NHQ8,RASF8_HUMAN
Q8NHQ9,DDX55_HUMAN
Q8NHR7,TERB2_HUMAN
Q8NHS0,DNJB8_HUMAN
Q8NHS3,MFSD8_HUMAN
Q8NHS9,SPT22_HUMAN
Q8NHU0,CT453_HUMAN
Q8NHU2,CFA61_HUMAN
Q8NHU3,SMS2_HUMAN
Q8NHU6,TDRD7_HUMAN
Q8NHV4,NEDD1_HUMAN
Q8NHV9,RHXF1_HUMAN
Q8NHW3,MAFA_HUMAN
Q8NHW6,OTOSP_HUMAN
Q8NHX4,SPTA3_HUMAN
Q8NHX9,TPC2_HUMAN
Q8NHY2,COP1_HUMAN
Q8NHY3,GA2L2_HUMAN
Q8NHY6,ZFP28_HUMAN
Q8NHZ7,MB3L2_HUMAN
Q8NHZ8,CDC26_HUMAN
Q8NI08,NCOA7_HUMAN
Q8NI22,MCFD2_HUMAN
Q8NI27,THOC2_HUMAN
Q8NI32,LPD6B_HUMAN
Q8NI35,INADL_HUMAN
Q8NI37,PPTC7_HUMAN
Q8NI51,CTCFL_HUMAN
Q8NI60,COQ8A_HUMAN
Q8NI77,KI18A_HUMAN
Q8NI99,ANGL6_HUMAN
Q8TA86,RP9_HUMAN
Q8TA94,ZN563_HUMAN
Q8TAA5,GRPE2_HUMAN
Q8TAA9,VANG1_HUMAN
Q8TAB3,PCD19_HUMAN
Q8TAB5,CA216_HUMAN
Q8TAC9,SCAM5_HUMAN
Q8TAD2,IL17D_HUMAN
Q8TAD4,ZNT5_HUMAN
Q8TAD7,OCC1_HUMAN
Q8TAD8,SNIP1_HUMAN
Q8TAE6,PP14C_HUMAN
Q8TAE8,G45IP_HUMAN
Q8TAF7,ZN461_HUMAN
Q8TAG5,VTM2A_HUMAN
Q8TAG6,VEXIN_HUMAN
Q8TAG9,EXOC6_HUMAN
Q8TAK5,GABP2_HUMAN
Q8TAK6,OLIG1_HUMAN
Q8TAL5,CI043_HUMAN
Q8TAM1,BBS10_HUMAN
Q8TAM6,ERMIN_HUMAN
Q8TAP8,PPR35_HUMAN
Q8TAP9,MPLKI_HUMAN
Q8TAQ2,SMRC2_HUMAN
Q8TAQ5,ZN420_HUMAN
Q8TAQ9,SUN3_HUMAN
Q8TAT2,FGFP3_HUMAN
Q8TAT5,NEIL3_HUMAN
Q8TAU0,NKX23_HUMAN
Q8TAU3,ZN417_HUMAN
Q8TAV0,FA76A_HUMAN
Q8TAW3,ZN671_HUMAN
Q8TAX0,OSR1_HUMAN
Q8TAX7,MUC7_HUMAN
Q8TAY7,F110D_HUMAN
Q8TAZ6,CKLF2_HUMAN
Q8TB03,CX038_HUMAN
Q8TB05,UBAD1_HUMAN
Q8TB22,SPT20_HUMAN
Q8TB24,RIN3_HUMAN
Q8TB37,NUBPL_HUMAN
Q8TB45,DPTOR_HUMAN
Q8TB52,FBX30_HUMAN
Q8TB68,PRR7_HUMAN
Q8TB69,ZN519_HUMAN
Q8TBA6,GOGA5_HUMAN
Q8TBB0,THAP6_HUMAN
Q8TBB1,LNX1_HUMAN
Q8TBB5,KLDC4_HUMAN
Q8TBB6,S7A14_HUMAN
Q8TBC3,SHKB1_HUMAN
Q8TBC4,UBA3_HUMAN
Q8TBC5,ZSC18_HUMAN
Q8TBE0,BAHD1_HUMAN
Q8TBE3,FNDC9_HUMAN
Q8TBE7,S35G2_HUMAN
Q8TBF4,ZCRB1_HUMAN
Q8TBF8,FA81A_HUMAN
Q8TBG4,AT2L1_HUMAN
Q8TBG9,SYNPR_HUMAN
Q8TBJ4,PLPR1_HUMAN
Q8TBJ5,FEZF2_HUMAN
Q8TBK6,ZCH10_HUMAN
Q8TBM8,DJB14_HUMAN
Q8TBN0,R3GEF_HUMAN
Q8TBP0,TBC16_HUMAN
Q8TBP5,F174A_HUMAN
Q8TBP6,S2540_HUMAN
Q8TBX8,PI42C_HUMAN
Q8TBY8,PMFBP_HUMAN
Q8TBY9,CF251_HUMAN
Q8TBZ0,CC110_HUMAN
Q8TBZ3,WDR20_HUMAN
Q8TBZ5,ZN502_HUMAN
Q8TBZ6,TM10A_HUMAN
Q8TC05,MDM1_HUMAN
Q8TC07,TBC15_HUMAN
Q8TC20,CAGE1_HUMAN
Q8TC21,ZN596_HUMAN
Q8TC26,TM163_HUMAN
Q8TC27,ADA32_HUMAN
Q8TC29,ENKUR_HUMAN
Q8TC36,SUN5_HUMAN
Q8TC41,RN217_HUMAN
Q8TC44,POC1B_HUMAN
Q8TC56,FA71B_HUMAN
Q8TC57,M1AP_HUMAN
Q8TC59,PIWL2_HUMAN
Q8TC71,MIEAP_HUMAN
Q8TC76,F110B_HUMAN
Q8TC90,CCER1_HUMAN
Q8TC92,ENOX1_HUMAN
Q8TC99,FNDC8_HUMAN
Q8TCC7,S22A8_HUMAN
Q8TCD1,CR032_HUMAN
Q8TCF1,ZFAN1_HUMAN
Q8TCG1,CIP2A_HUMAN
Q8TCG2,P4K2B_HUMAN
Q8TCG5,CPT1C_HUMAN
Q8TCJ2,STT3B_HUMAN
Q8TCN5,ZN507_HUMAN
Q8TCQ1,MARH1_HUMAN
Q8TCT6,SPPL3_HUMAN
Q8TCT7,SPP2B_HUMAN
